Program,best_exam_score,worst_exam_score,avg_exam_score,,,,,,,DStar (Perfect EXAM = 0.0385),,,,,
,,,,,,Average EXAM Best-Case By Gate,Average EXAM Best-Case Overall,Median EXAM Best-Case,% Top 1 Best-Case,% Top 3 Best-Case,Average EXAM Worst-Case By Gate,Average EXAM Worst-Case Overall,Median EXAM Worst-Case,% Top 1 Worst-Case,% Top 3 Worst-Case
AddGate_rz_inGap_17_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_rz_inGap_18_.qasm,1,1,1,,,,,,,,,,,,
AddGate_rz_inGap_19_.qasm,0.961538462,0.961538462,0.961538462,,,,,,,,,,,,
AddGate_rz_inGap_20_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_rz_inGap_21_.qasm,1,1,1,,,,,,,,,,,,
AddGate_rz_inGap_22_.qasm,1,1,1,,,,,,,,,,,,
AddGate_rz_inGap_23_.qasm,0.923076923,0.923076923,0.923076923,,,,,,,,,,,,
AddGate_rz_inGap_24_.qasm,1,1,1,,,,,,,,,,,,
AddGate_rz_inGap_25_.qasm,0.846153846,0.846153846,0.846153846,,,,,,,,,,,,
AddGate_rzz_inGap_11_.qasm,0.230769231,0.230769231,0.230769231,,RZZ,0.41025641,,,,,0.41025641,,,,
AddGate_rzz_inGap_12_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_rzz_inGap_13_.qasm,0.038461538,0.038461538,0.038461538,,,,,,,,,,,,
AddGate_rzz_inGap_14_.qasm,0.461538462,0.461538462,0.461538462,,,,,,,,,,,,
AddGate_rzz_inGap_15_.qasm,0.769230769,0.769230769,0.769230769,,,,,,,,,,,,
AddGate_rzz_inGap_16_.qasm,0.076923077,0.076923077,0.076923077,,,,,,,,,,,,
AddGate_rzz_inGap_17_.qasm,0.038461538,0.038461538,0.038461538,,,,,,,,,,,,
AddGate_rzz_inGap_18_.qasm,0.461538462,0.461538462,0.461538462,,,,,,,,,,,,
AddGate_rzz_inGap_19_.qasm,0.692307692,0.692307692,0.692307692,,,,,,,,,,,,
AddGate_rzz_inGap_20_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_rzz_inGap_21_.qasm,0.5,0.5,0.5,,,,,,,,,,,,
AddGate_rzz_inGap_22_.qasm,0.807692308,0.807692308,0.807692308,,,,,,,,,,,,
AddGate_rzz_inGap_23_.qasm,0.384615385,0.384615385,0.384615385,,,,,,,,,,,,
AddGate_rzz_inGap_24_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_rzz_inGap_25_.qasm,1,1,1,,,,,,,,,,,,
AddGate_s_inGap_14_.qasm,1,1,1,,S,0.740384615,,,,,0.743589744,,,,
AddGate_s_inGap_15_.qasm,0.846153846,0.846153846,0.846153846,,,,,,,,,,,,
AddGate_s_inGap_16_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_s_inGap_17_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_s_inGap_18_.qasm,1,1,1,,,,,,,,,,,,
AddGate_s_inGap_19_.qasm,0.846153846,0.846153846,0.846153846,,,,,,,,,,,,
AddGate_s_inGap_20_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_s_inGap_21_.qasm,1,1,1,,,,,,,,,,,,
AddGate_s_inGap_22_.qasm,0.846153846,0.846153846,0.846153846,,,,,,,,,,,,
AddGate_s_inGap_23_.qasm,1,1,1,,,,,,,,,,,,
AddGate_s_inGap_24_.qasm,0.846153846,0.846153846,0.846153846,,,,,,,,,,,,
AddGate_s_inGap_25_.qasm,0.807692308,0.846153846,0.826923077,,,,,,,,,,,,
AddGate_swap_inGap_11_.qasm,0.269230769,0.269230769,0.269230769,,SWAP,0.224358974,,,,,0.224358974,,,,
AddGate_swap_inGap_12_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_swap_inGap_13_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_swap_inGap_14_.qasm,0.192307692,0.192307692,0.192307692,,,,,,,,,,,,
AddGate_swap_inGap_15_.qasm,0.192307692,0.192307692,0.192307692,,,,,,,,,,,,
AddGate_swap_inGap_16_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_swap_inGap_17_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_swap_inGap_18_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_swap_inGap_19_.qasm,0.153846154,0.153846154,0.153846154,,,,,,,,,,,,
AddGate_swap_inGap_20_.qasm,0.269230769,0.269230769,0.269230769,,,,,,,,,,,,
AddGate_swap_inGap_21_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_swap_inGap_22_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_sx_inGap_14_.qasm,0.038461538,0.038461538,0.038461538,,SX,0.255656109,,,,,0.255656109,,,,
AddGate_sx_inGap_15_.qasm,0.076923077,0.076923077,0.076923077,,,,,,,,,,,,
AddGate_sx_inGap_16_.qasm,0.769230769,0.769230769,0.769230769,,,,,,,,,,,,
AddGate_sx_inGap_17_.qasm,0.807692308,0.807692308,0.807692308,,,,,,,,,,,,
AddGate_sx_inGap_18_.qasm,0.153846154,0.153846154,0.153846154,,,,,,,,,,,,
AddGate_sx_inGap_19_.qasm,0.153846154,0.153846154,0.153846154,,,,,,,,,,,,
AddGate_sx_inGap_20_.qasm,0.807692308,0.807692308,0.807692308,,,,,,,,,,,,
AddGate_sx_inGap_21_.qasm,0.153846154,0.153846154,0.153846154,,,,,,,,,,,,
AddGate_sx_inGap_22_.qasm,0.269230769,0.269230769,0.269230769,,,,,,,,,,,,
AddGate_sx_inGap_23_.qasm,0.269230769,0.269230769,0.269230769,,,,,,,,,,,,
AddGate_sx_inGap_24_.qasm,0.269230769,0.269230769,0.269230769,,,,,,,,,,,,
AddGate_sx_inGap_25_.qasm,0.307692308,0.307692308,0.307692308,,,,,,,,,,,,
AddGate_sx_inGap_26_.qasm,0.038461538,0.038461538,0.038461538,,,,,,,,,,,,
AddGate_sx_inGap_27_.qasm,0.038461538,0.038461538,0.038461538,,,,,,,,,,,,
AddGate_sx_inGap_28_.qasm,0.076923077,0.076923077,0.076923077,,,,,,,,,,,,
AddGate_sx_inGap_29_.qasm,0.076923077,0.076923077,0.076923077,,,,,,,,,,,,
AddGate_sx_inGap_30_.qasm,0.038461538,0.038461538,0.038461538,,,,,,,,,,,,
AddGate_t_inGap_17_.qasm,0.769230769,0.769230769,0.769230769,,T,0.961538462,,,,,0.961538462,,,,
AddGate_t_inGap_18_.qasm,1,1,1,,,,,,,,,,,,
AddGate_t_inGap_19_.qasm,1,1,1,,,,,,,,,,,,
AddGate_t_inGap_23_.qasm,1,1,1,,,,,,,,,,,,
AddGate_t_inGap_24_.qasm,1,1,1,,,,,,,,,,,,
AddGate_t_inGap_25_.qasm,1,1,1,,,,,,,,,,,,
AddGate_x_inGap_14_.qasm,0.230769231,0.230769231,0.230769231,,X,0.133484163,,,,,0.133484163,,,,
AddGate_x_inGap_15_.qasm,0.038461538,0.038461538,0.038461538,,,,,,,,,,,,
AddGate_x_inGap_16_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_x_inGap_17_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_x_inGap_18_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_x_inGap_19_.qasm,0.115384615,0.115384615,0.115384615,,,,,,,,,,,,
AddGate_x_inGap_20_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_x_inGap_21_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_x_inGap_22_.qasm,0.038461538,0.038461538,0.038461538,,,,,,,,,,,,
AddGate_x_inGap_23_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_x_inGap_24_.qasm,0.038461538,0.038461538,0.038461538,,,,,,,,,,,,
AddGate_x_inGap_25_.qasm,0.038461538,0.038461538,0.038461538,,,,,,,,,,,,
AddGate_x_inGap_26_.qasm,0.076923077,0.076923077,0.076923077,,,,,,,,,,,,
AddGate_x_inGap_27_.qasm,0.115384615,0.115384615,0.115384615,,,,,,,,,,,,
AddGate_x_inGap_28_.qasm,0.076923077,0.076923077,0.076923077,,,,,,,,,,,,
AddGate_x_inGap_29_.qasm,0.038461538,0.038461538,0.038461538,,,,,,,,,,,,
AddGate_x_inGap_30_.qasm,0.076923077,0.076923077,0.076923077,,,,,,,,,,,,
AddGate_y_inGap_10_.qasm,0.230769231,0.230769231,0.230769231,,Y,0.394871795,,,,,0.394871795,,,,
AddGate_y_inGap_11_.qasm,0.461538462,0.461538462,0.461538462,,,,,,,,,,,,
AddGate_y_inGap_12_.qasm,0.5,0.5,0.5,,,,,,,,,,,,
AddGate_y_inGap_13_.qasm,0.807692308,0.807692308,0.807692308,,,,,,,,,,,,
AddGate_y_inGap_14_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_y_inGap_15_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_y_inGap_16_.qasm,0.730769231,0.730769231,0.730769231,,,,,,,,,,,,
AddGate_y_inGap_17_.qasm,0.807692308,0.807692308,0.807692308,,,,,,,,,,,,
AddGate_y_inGap_18_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_y_inGap_19_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_y_inGap_1_.qasm,0.5,0.5,0.5,,,,,,,,,,,,
AddGate_y_inGap_20_.qasm,0.807692308,0.807692308,0.807692308,,,,,,,,,,,,
AddGate_y_inGap_21_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_y_inGap_22_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_y_inGap_23_.qasm,0.192307692,0.192307692,0.192307692,,,,,,,,,,,,
AddGate_y_inGap_24_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_y_inGap_25_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_y_inGap_26_.qasm,0.038461538,0.038461538,0.038461538,,,,,,,,,,,,
AddGate_y_inGap_27_.qasm,0.038461538,0.038461538,0.038461538,,,,,,,,,,,,
AddGate_y_inGap_28_.qasm,0.038461538,0.038461538,0.038461538,,,,,,,,,,,,
AddGate_y_inGap_29_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_y_inGap_2_.qasm,0.384615385,0.384615385,0.384615385,,,,,,,,,,,,
AddGate_y_inGap_30_.qasm,0.038461538,0.038461538,0.038461538,,,,,,,,,,,,
AddGate_y_inGap_3_.qasm,0.461538462,0.461538462,0.461538462,,,,,,,,,,,,
AddGate_y_inGap_4_.qasm,0.538461538,0.538461538,0.538461538,,,,,,,,,,,,
AddGate_y_inGap_5_.qasm,0.576923077,0.576923077,0.576923077,,,,,,,,,,,,
AddGate_y_inGap_6_.qasm,0.807692308,0.807692308,0.807692308,,,,,,,,,,,,
AddGate_y_inGap_7_.qasm,0.5,0.5,0.5,,,,,,,,,,,,
AddGate_y_inGap_8_.qasm,0.5,0.5,0.5,,,,,,,,,,,,
AddGate_y_inGap_9_.qasm,0.807692308,0.807692308,0.807692308,,,,,,,,,,,,
AddGate_z_inGap_14_.qasm,1,1,1,,Z,0.775641026,,,,,0.775641026,,,,
AddGate_z_inGap_15_.qasm,0.923076923,0.923076923,0.923076923,,,,,,,,,,,,
AddGate_z_inGap_16_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_z_inGap_17_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_z_inGap_18_.qasm,0.923076923,0.923076923,0.923076923,,,,,,,,,,,,
AddGate_z_inGap_19_.qasm,0.884615385,0.884615385,0.884615385,,,,,,,,,,,,
AddGate_z_inGap_20_.qasm,0.230769231,0.230769231,0.230769231,,,,,,,,,,,,
AddGate_z_inGap_21_.qasm,1,1,1,,,,,,,,,,,,
AddGate_z_inGap_22_.qasm,0.923076923,0.923076923,0.923076923,,,,,,,,,,,,
AddGate_z_inGap_23_.qasm,0.961538462,0.961538462,0.961538462,,,,,,,,,,,,
AddGate_z_inGap_24_.qasm,1,1,1,,,,,,,,,,,,
AddGate_z_inGap_25_.qasm,1,1,1,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Rand,Best,Worst,,,,,,,,,,,,,
0.318035004,1,1,,,,,,,,,,,,,
0.698481705,0.923076923,0.923076923,,,,,,,,,,,,,
0.340090487,0.923076923,0.923076923,,,,,,,,,,,,,
0.401772568,0.230769231,0.230769231,,,,,,,,,,,,,
0.549049837,0.884615385,0.884615385,,,,,,,,,,,,,
0.251215466,1,1,,,,,,,,,,,,,
0.435039833,0.230769231,0.230769231,,,,,,,,,,,,,
0.115081809,0.961538462,0.961538462,,,,,,,,,,,,,
0.334515414,1,1,,,,,,,,,,,,,
0.637361498,0.923076923,0.923076923,,,,,,,,,,,,,
0.300357979,1,1,,,,,,,,,,,,,
0.801675862,0.230769231,0.230769231,,,,,,,,,,,,,
0.44755852,,,,,,,,,,,,,,,
0.874124518,,,,,,,,,,,,,,,
0.031542544,,,,,,,,,,,,,,,
0.274130927,,,,,,,,,,,,,,,
0.021477219,,,,,,,,,,,,,,,
0.926300966,,,,,,,,,,,,,,,
0.501176195,,,,,,,,,,,,,,,
0.010682039,,,,,,,,,,,,,,,
0.054867569,,,,,,,,,,,,,,,
0.381530023,,,,,,,,,,,,,,,
0.216051987,,,,,,,,,,,,,,,
0.604307703,,,,,,,,,,,,,,,
0.457891501,,,,,,,,,,,,,,,
0.465499405,,,,,,,,,,,,,,,
0.38031493,,,,,,,,,,,,,,,
0.518582441,,,,,,,,,,,,,,,
0.841000613,,,,,,,,,,,,,,,
0.618024599,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,0.038461538,0.038461538,,0.460826211,0.25,0.222222222,0.296296296,,0.460826211,0.25,0.222222222,0.296296296,,,
,0.038461538,0.038461538,,,,,,,,,,,,,
,0.038461538,0.038461538,,,,,,,,,,,,,
,0.038461538,0.038461538,,,,,,,,,,,,,
,0.038461538,0.038461538,,,,,,,,,,,,,
,0.038461538,0.038461538,,,,,,,,,,,,,
,0.230769231,0.230769231,,,,,,,,,,,,,
,0.115384615,0.115384615,,,,,,,,,,,,,
,0.038461538,0.038461538,,,,,,,,,,,,,
,0.884615385,0.884615385,,,,,,,,,,,,,
,0.230769231,0.230769231,,,,,,,,,,,,,
,0.730769231,0.730769231,,,,,,,,,,,,,
,0.653846154,0.653846154,,,,,,,,,,,,,
,0.269230769,0.269230769,,,,,,,,,,,,,
,0.307692308,0.307692308,,,,,,,,,,,,,
,1,1,,,,,,,,,,,,,
,0.923076923,0.923076923,,,,,,,,,,,,,
,1,1,,,,,,,,,,,,,
,0.038461538,0.038461538,,,,,,,,,,,,,
,0.653846154,0.653846154,,,,,,,,,,,,,
,0.961538462,0.961538462,,,,,,,,,,,,,
,0.230769231,0.230769231,,,,,,,,,,,,,
,0.230769231,0.230769231,,,,,,,,,,,,,
,0.038461538,0.038461538,,,,,,,,,,,,,
,0.807692308,0.807692308,,,,,,,,,,,,,
,0.230769231,0.230769231,,,,,,,,,,,,,
,0.846153846,0.846153846,,,,,,,,,,,,,
,0.961538462,0.961538462,,,,,,,,,,,,,
